level_0,index,Unnamed: 0,reviewId,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,sentiment,lengthContent,Language
2544,3699,3699,329d218d-8929-4860-a505-aeb0c006392c,"After updating the app yesterday, I go to my cart and try to change method of payment when ordering but it just reloads the cart to place the order. Very frustrating!",1,1,26.23.0.100,2023-12-12 11:23:59,,,26.23.0.100,0,166,en
11792,17016,17016,4e657eec-48e1-438a-8bfd-97efd0342de0,"Can no longer share an item. I click on the share icon and it takes me to a ""share with friends"" page but there are no other option available on that page so I have to cancel out of the share. I use this feature often to share items with my hubby. Help!",3,0,26.9.0.100,2023-05-02 13:38:54,,,26.9.0.100,1,253,en
9616,14341,14341,eb509245-a4c7-4234-83c1-ad1da377f1ef,"Whenever I click on notifications for daily deals or any deals, it wouldn't actually show me, the page would be blank, and I can't create deal notifications anymore. I reinstalled it and cleared cache and data but nothing works. Its been like this for almost 3 months now, it's annoying.",3,4,26.15.2.100,2023-08-11 21:30:01,,,26.15.2.100,1,287,en
16595,23597,23597,6a175ee9-1e8a-415d-a8ce-ae9ea12eb235,Hope to be able to get good at this,4,0,24.12.4.100,2022-06-22 22:49:40,,,24.12.4.100,2,35,en
13509,19223,19223,6eea7d6a-08e0-4868-86f1-01cca8975b97,I was happy at first yet I cant seem to tell anyone their that irie was not needed not really wanted as now j o do so I look oke the bad guy,2,0,24.21.4.100,2023-01-02 07:57:16,,,24.21.4.100,0,140,en
962,1462,1462,43143da8-5618-45d4-8391-51f95183f72a,Always a great return experience. Just read your reviews before any purchases and for the most part Amazon has everything you may need.,4,0,26.23.4.100,2023-12-29 08:43:51,,,26.23.4.100,2,135,en
11739,16952,16952,164daadc-5a14-4601-8370-2e825ed7a819,This is a really good app because when you want something but you don't want it right then but you want it in a few days or hours Amazon is a great thing,4,0,26.9.0.100,2023-05-07 00:36:32,,,26.9.0.100,2,153,en
1123,1688,1688,c2af88b8-45d6-4ac6-a281-20a288f56543,"It's Amazon and it's great. The only thing I would like is for returns. If they could add a ""print"" button or send it to your email in a printable version. It's slightly annoying to have to screen shot, trim, then print. If you forget to adjust all your printer settings you end up with full sheet barcodes and return labels.",5,66,26.23.4.100,2023-12-27 20:37:59,,,26.23.4.100,2,325,en
4117,6001,6001,877c73fd-81e4-4e9c-acb8-d3271217a007,"I have been using Amazon wish lists for years, and Amazon's changes this year are horrible. I can't find other's wish lists. They can't mark gifts purchased elsewhere. Items purchased aren't being eliminated from the list. Your charges are making people want to shop elsewhere. Please change back to your old programming. Frustrated longtime customer.",1,5,26.22.0.100,2023-11-25 12:09:15,,,26.22.0.100,0,351,en
14611,20652,20652,4301d04e-740c-49d7-87ee-f5d68a1ada03,After placing an order when you click back on phone it reorders...,3,0,24.20.2.100,2022-10-29 22:56:23,,,24.20.2.100,1,66,en
7893,11625,11625,ace9ceea-25f4-4cab-88fc-ad4614115fcf,Very easy to navigate easy-to-use,5,0,26.19.4.100,2023-10-21 21:18:14,,,26.19.4.100,2,33,en
9458,14134,14134,66128c5f-2c2a-4772-b4a0-d0f262cca498,I have been having a lot of late deliveries by a day or 2 lately. do to delay in transit but items haven't left slc warehouse. would give 5 stars when amazon gets their act together .,3,1,26.16.0.100,2023-08-20 12:58:51,,,26.16.0.100,1,183,en
14786,20873,20873,8c348455-c1a7-4e7c-9bed-30e108af9ac6,"Why do I even pay for prime? I order a pair of jeans that I would expect at least a week to ship, not only does it say it won't be here till November but in order for me to get it in October for Halloween I would have to pay 60 DOLLARS. Are you serious? The whole point of even ordering these pants was to for my Halloween costume. Prime is supposed to be about convenience but this is the MOST inconvenient thing ever, 12 days before when I need them and you guys can't even get it to me before then",2,1,24.18.2.100,2022-10-19 12:27:30,,,24.18.2.100,0,500,en
6470,9590,9590,743d3406-0d41-404b-81c9-6b1600435bd3,App now keeps crashing since October update and it seems to be getting worse.,3,0,26.21.0.100,2023-11-06 15:42:44,,,26.21.0.100,1,77,en
10688,15705,15705,d8d6cdca-05ca-44d4-9752-17fa61b741f4,"works 90% of the time, but sometimes crashes",4,0,26.13.0.100,2023-06-22 23:23:23,,,26.13.0.100,2,44,en
7554,11017,11017,8291946b-5425-44f2-a295-4d5cb2858bbd,ordering was a bit confusing as my order stated free p&p but then total amount added £2.99 on ???,2,0,24.17.0.100,2023-10-31 15:07:06,,,24.17.0.100,0,97,en
13987,19840,19840,d746221e-48d3-4aaf-9b22-2fc521e22775,The dogs were cute at first but I swear if I see one more stupid dog saying there is a problem on our end... Fix the damn problem then,4,2,24.21.4.100,2022-12-05 18:29:11,,,24.21.4.100,2,134,en
5160,7603,7603,541f2832-b006-43ac-9b77-8e70513f5bd0,"They have everything! What did we ever do without Amazon?? However, they are putting brick & mortar businesses out of business, which is sad!!",5,0,26.20.0.100,2023-11-15 16:00:32,,,26.20.0.100,2,142,en
9901,14708,14708,1da3dd10-4ce7-4867-823c-8f694e2e1b5b,"I can receive a notification about my delivery being ""4 stops away"" but I cannot open to view it. For the last few weeks I received a ""uh oh"" message when trying to open the app. Yes, I'm hooked to wifi. And yes, the app is supposedly up to date on its updates. I am sick of this app not functioning properly.",2,4,26.14.2.100,2023-07-29 11:55:43,,,26.14.2.100,0,309,en
3277,4738,4738,9726803e-7266-4799-ad7a-0afa905194e2,"The junk place became even worse. You can't contact any agent or humans, you cannot chat with CS anymore and you need to contact the manufacturer directly to replace defective items. I guess everything has an ending, time to find alternative shops.",1,0,,2023-12-04 15:40:00,,,,0,248,en
12533,17983,17983,cdcc52e2-c77a-408c-9ef5-f0d2e043feb8,"Works great, unless I need to look at orders, then the page just loads over and over, blinking forever, even when I am on wifi.",2,0,26.5.0.100,2023-03-13 15:58:48,,,26.5.0.100,0,127,en
15229,21482,21482,23025d2d-7537-4ad5-8920-25fa11868be6,"Not sure why they ever felt the need to make it more difficult to search through past orders. Even more fun when an order you placed through Amazon literally doesn't exist in your purchase history anymore too. Wild! I haven't updated the app in a while, but clearly their most recent update is trash so I'll keep avoiding their updates!",2,11,24.14.0.100,2022-09-21 16:30:10,,,24.14.0.100,0,336,en
9485,14168,14168,3b923f37-15dd-4c88-bfd7-c1c94d7385b7,Why did the American gov murder the citizens in Hawaii? Grab your protection.,2,0,,2023-08-19 10:14:29,,,,0,77,en
9424,14095,14095,7f81bc95-d342-4e9a-9e10-01fa81598c6b,"The reason I'm heavily downgrading this app is the very stupid interface handling links from emails or Google app. I look for a product in Google app & there is a listing for a product from Amazon. I click on the link, it calls the app, but never goes directly to the linked product. Usually, though not always, there is not even a list of possible candidates for the description - that's bad. I emailed a link to print a label, clicked the link, and it doesn't go to the print label page - stupid!",3,29,26.16.0.100,2023-08-21 20:44:16,,,26.16.0.100,1,498,en
7988,11816,11816,0f8b0751-1a38-440f-addf-c924220cf1f4,"Brand new version posted today is as broken when using the camera to provide photographic Amazon Key delivery placement instructions as the version posted yesterday. How about having your coders come in to the office, instead of cutting and pasting broken code from the Daydrinkers Bar. Anyway, the app insists upon Landscape orientation, but it matters not whether the long or short side is at the top because the app will turn the photo 90° clockwise when you try to save it so...USELESS for config",2,8,26.20.0.100,2023-10-18 19:46:20,,,26.20.0.100,0,500,en
2160,3179,3179,f16ec7c5-e497-4fe4-a636-b953180c17d9,Great but when I try to sign in it says check your wifi like it doesn't want me to sign in,3,0,26.23.0.100,2023-12-16 00:58:14,,,26.23.0.100,1,90,en
13882,19696,19696,76684c7c-54da-4f3c-96cc-dc5c51dceb19,When trying to look at a product on lists.. It shows the first one 1 letter or word at a time. Like this Th Is Is Agg rava ting As Hell.,3,0,24.22.0.100,2022-12-11 19:57:43,,,24.22.0.100,1,136,en
11954,17224,17224,46de428a-15da-4ff1-a64a-eb44623225a5,"Since the update, app don't open..😩",3,0,26.8.0.100,2023-04-22 19:50:06,,,26.8.0.100,1,35,en
12376,17772,17772,0954a0b5-5694-43b9-8845-f14550ca7061,Produt Pages won't load most of the time.,2,0,26.6.2.100,2023-03-25 00:29:17,,,26.6.2.100,0,41,en
14625,20670,20670,af971cfe-1ac4-4f8f-ab12-8b013cfc586d,"The products I buy from Amazon just becomes useless and unoperable in at least a few months to a year. I bought a 1TB flash drive, all files you rename becomes ""corrupted and unreadable"", I tried buying a shelf with a such amazing price and then got canceled with the dumbest excuse, I even wrote a review about the company but Amazon just insisted in declining the review unexcused, and I bought a floor lamp that only lasted for a few months. Go buy the REAL products from retail stores.",2,0,24.19.0.100,2022-10-28 20:54:18,,,24.19.0.100,0,489,en
11031,16110,16110,adf3aa5c-dea0-4864-a209-576320a42c07,Getting worse and less reliable weekly...gotten too big and ordering often is incorrect or delayed. Was actually better during Covid....,3,0,26.12.0.100,2023-06-11 18:46:55,,,26.12.0.100,1,136,en
13797,19589,19589,0a152b33-a772-4916-94b7-30f3fef8e96d,please add the ability to archive orders on mobile,3,0,24.22.0.100,2022-12-15 17:26:58,,,24.22.0.100,1,50,en
1311,1959,1959,29b496dc-6723-44cb-9f7a-8b86ad0a27bf,"Awful. Worst customer service. Wrong item delivery, and it takes months to get the right one again. When i went to the location to pick up my package after getting a message from amazon and what they have to say? We haven't received a package from amazon. But the payment has already been done.",1,1,26.23.4.100,2023-12-25 14:03:13,,,26.23.4.100,0,294,en
3468,5036,5036,4655db01-d75c-46b9-bc00-5687e4b166a8,I like the gift wrapping option so I ain't got to worry about people seeing what I got them,5,0,26.22.0.100,2023-12-02 10:03:18,,,26.22.0.100,2,91,en
16144,22907,22907,4628b090-2c31-4f8b-9e11-40193db57e53,! never lists items lowest price first! plus their drivers have to pee in bottles,3,0,24.12.6.100,2022-07-24 15:26:49,,,24.12.6.100,1,81,en
12858,18382,18382,2dab0b54-439e-4643-a791-72b21fda7132,Hate the in list videos. You cannot turn them off. If I wanted to watch an product video I can do it in the product info. I do not want it just playing and eating bandwidth! Amazon needs to offer a disable option!,3,2,26.4.0.100,2023-02-18 14:51:17,,,26.4.0.100,1,213,en
15652,22040,22040,e7e12a3b-3542-4c3d-afbb-0beab154e119,It has to get upgraded almost all the time💀,4,0,,2022-08-30 05:02:00,,,,2,43,en
372,585,585,22fb47a4-dd1d-4159-b2dc-4f2ea27c6ace,"Love Amazon but not this app. Search protocol provides too many results, too much information is mind boggling. Easier to do Google search then click on Amazon. App is cluttered with promotions. Swipping is sluggish, lagging between pages. Viewing Account menu is hit and miss with some options not available on Android. Awful. There is no option for Wi-Fi only. Drains mobile data. Purchases and delivery tracking work excellent. Account info works fairly well.",1,210,26.23.4.100,2024-01-04 16:49:21,,,26.23.4.100,0,462,en
6475,9597,9597,88edc88f-210d-4bce-98a9-41fb7475533c,"It won't stop crashing. My mom's is too, can barely use it.",1,0,,2023-11-06 15:28:10,,,,0,59,en
6516,9649,9649,e4a03482-bc1b-47f3-ad54-e9c65683939c,Latest update causing an old problem. Can't scroll on some pages.,3,7,26.21.0.100,2023-11-06 14:10:05,,,26.21.0.100,1,65,en
15521,21870,21870,4dd87444-41eb-4a5b-8652-c4f864088ead,Too bad we can't change the language in the app,4,0,,2022-09-05 07:25:30,,,,2,47,en
2567,3732,3732,00eb13ca-9696-484d-814d-10b2bac0db8f,I've never had a problem with Amazon up untill nearly Christmas where they get busy witch it very understandable but it would be Nice if we were told before the day and time of the delivery instead of waiting till the last minute to be told that we're sorry that your delivery is late. Please sort this out as It would be Nice to be told before hand,3,0,,2023-12-12 04:03:59,,,,1,349,en
93,156,156,38b0aac2-4392-4a3b-8fe3-49db62205058,I at least spent 100 buck in here and got nothing I ordered thigh highs a mask a git card and got NOTHING,1,0,26.17.2.100,2024-01-07 20:13:56,,,26.17.2.100,0,105,en
14763,20840,20840,c4b11061-ea14-433c-83c4-386910e2c42e,Don't [take my login and then tell me it's raining publishing deals on a pile of sticky notes.],2,0,,2022-10-20 16:01:10,,,,0,95,en
12364,17758,17758,f2bf47f1-5091-4677-92bf-834c90377348,Samsung fold 3 recently noticed when looking at past orders that it doesn't show a full list.,2,0,26.6.2.100,2023-03-25 23:44:56,,,26.6.2.100,0,93,en
13503,19217,19217,d190fb94-3a86-47b0-b87a-c50549816d0d,"When it works, it's fine. But the app keeps deciding that it doesn't want to work on my phone. I don't how I got to work again the first time, but it won't load anything for me anymore.",3,1,24.22.0.100,2023-01-02 14:51:55,,,24.22.0.100,1,185,en
13881,19695,19695,ec64069b-ab6d-4c6a-a784-2db6c4771899,Slow and doesn't load screens all the time.,2,2,24.22.0.100,2022-12-11 19:58:11,,,24.22.0.100,0,43,en
11973,17243,17243,59aa645f-6bae-4679-8e96-bbde8ac69b50,"Wow I need y'all to see about me and quit acting like you don't know my Profile online. I need help getting in all my Business with your Enterprises Online. I (we,our,US!!!) Remember?! See about me I'm trying to get in my Online Businesses together 😕😞 I am wailing on my online presence to be Visible to me. I need into the we Business Affairs. I do need access to My accounts especially my Business Financial Secter of Online Businesses, but I'm still working on line 😕🤮💤🎉🙈✋🎁🌟💋🤑💯",3,0,26.7.0.100,2023-04-21 16:21:55,,,26.7.0.100,1,480,en
14232,20162,20162,c92d72d4-944b-4681-9cd3-5ee837f1305d,"Worst update for an app that I had no issues with previously! If I try to click on the usual tabs to view my orders or just any tab to go to another area, I get a sad looking dog and a ""We're sorry! Caption no matter how many times I follow the suggestion to go to the home page! Pretty disappointing for a trillion dollar company that should be nearly perfect at least on their site.",2,2,24.21.4.100,2022-11-22 02:00:32,,,24.21.4.100,0,384,en
11475,16630,16630,594e6fec-9ca8-44c8-a055-3ecb24727bd1,"The last few months have been a struggle to browse the app, keeps freezing, oops something went wrong..doesn't load images 😑And it's not my connection as I am watching Giga bites of movies.. Surely an app doesn't use so much data. Please fix it, it used to be so much better!",3,2,26.10.4.100,2023-05-25 09:46:37,,,26.10.4.100,1,275,en
3864,5626,5626,9364ee9e-66e2-4e74-9207-175357cef579,I love Amazon. I don't have to fight people.,5,0,,2023-11-27 20:02:42,,,,2,44,en
12175,17514,17514,7b21c35e-8d40-4d74-b5ec-c6d8e48ccb2c,With latest two updates I'm having issue with app hanging at an empty screen on startup at times. Only remedy I've found so far is rebooting the phone. Clearing app cache didn't help by itself.,3,69,26.7.0.100,2023-04-08 01:05:13,,,26.7.0.100,1,193,en
305,478,478,5edadcae-e8af-495e-8bd5-ad8a19b62838,"Works well, easy to use, well organized",5,0,26.23.4.100,2024-01-05 14:25:45,,,26.23.4.100,2,39,en
1128,1695,1695,637b0f3d-5410-4886-8cb5-f27550465c7e,The search is really bad these days. Very off and super sponsored ruined I feel.,3,6,26.23.2.100,2023-12-27 20:04:56,,,26.23.2.100,1,80,en
7121,10394,10394,a013d001-65fc-46c0-9b98-f3d33260c6f3,Idk 🤷‍♀️ I'm just glad I can buy stuff,5,0,,2023-11-04 23:54:01,,,,2,38,en
9889,14690,14690,9d2f3247-1dfc-4fd4-95e6-98f87a12ec3f,"Guys, this is even funny. I want to do return. You demand someone to be present at home for this. And after this you schedule pickup NEXT DAY between 4am and 2pm! No option to choose! No option to change pickup address! Do you REALLY believe someone is ready to cancel work prior day just to process returned items? Rediculous.",3,0,26.14.2.100,2023-07-30 08:11:47,,,26.14.2.100,1,327,en
7391,10751,10751,98ea8498-1f5c-4ee9-8f6c-2098dc013871,"In response to Those who have trouble with the app I suggest uninstall and reinstall, sometimes helps",4,0,26.21.0.100,2023-11-03 13:48:33,,,26.21.0.100,2,101,en
15805,22325,22325,67628d5a-bfda-439b-b459-50d8ed21d730,Was waiting on an item forever and then found out it was out of stock,3,0,24.14.0.100,2022-08-15 22:25:22,,,24.14.0.100,1,69,en
17066,24359,24359,ca015514-a392-4f5f-b36e-94080dcb3258,How can I change my older phone number?,3,0,24.10.2.100,2022-05-31 13:38:35,,,24.10.2.100,1,39,en
15442,21753,21753,ce8a24c4-fd4f-4325-b862-c551dd25f668,A lot of my items do not come with return labels. I have to request them. Not good,4,0,24.16.2.100,2022-09-09 19:05:37,,,24.16.2.100,2,82,en
15733,22187,22187,9bd19bea-3175-4325-aaf8-4b8c5fa52a33,Quick shipping and reasonable prices,4,0,22.13.0.100,2022-08-21 13:08:22,,,22.13.0.100,2,36,en
6286,9361,9361,a6dbacaa-9135-4ec2-a0de-01faee663075,since latest update constantly getting not responding,2,0,26.21.0.100,2023-11-06 20:04:28,,,26.21.0.100,0,53,en
993,1507,1507,d2be0c15-71d8-4d02-804f-434e308c2a5b,"They promise one thing, then when you buy, they change up. And now, with the changes to prime video, it's time to cut ties.",3,0,26.19.2.100,2023-12-28 23:53:51,,,26.19.2.100,1,123,en
16211,23000,23000,4e611014-5f25-468e-8472-83132aa7c7ad,shipping is longer than it was even with prime,3,1,24.12.6.100,2022-07-19 20:36:12,,,24.12.6.100,1,46,en
497,771,771,406b1935-ad92-4b14-9d1a-472a1be699c4,I love using Amazon. You can find any and everything on there. The only bad thing is they raised the price limit from$25 up to $35 in order to get free shipping. You only get free shipping on certain items. I've made a lot of Amazon purchases but not enough to pay for Amazon prime every month. Some months go by that I can't make any purchases but I'd still have to pay for prime. And yet still not get free shipping on certain items. I just recently purchased a mattress in a box. Its almost here.,5,11,26.23.4.100,2024-01-03 07:46:43,,,26.23.4.100,2,499,en
8297,12379,12379,387eb862-840e-43cf-8af4-2b4bae455ff9,"Amazon got progressingly worse, with most brands being Chinese and increasing prices. Their Prime Day used to be a great time to score good deals for established brands, but now it's all a scam. I had just looked up a product I was interested in and saved it, price was 31.99€. Shortly before the Prime Day it jumped to 38.99€, but you got a voucher of 20% applied to every one of these items sold, making the price the same. Now the Prime Day price is 32.99€. Amazon needs to be transparent!",3,22,26.19.4.100,2023-10-11 03:11:48,,,26.19.4.100,1,492,en
16760,23865,23865,8f76763c-e1bd-4075-9fb6-23390675dc9b,Customer service is easy to work with,4,0,24.10.2.100,2022-06-14 13:30:00,,,24.10.2.100,2,37,en
9783,14544,14544,ae9c7d8b-5806-457d-9219-e0735dcae6c9,"The app used to work properly, then for some reason something changed that led to image display and video far off my screen, I can't see the details of any pr9duct anymore properly.",3,1,26.15.0.100,2023-08-04 15:44:23,,,26.15.0.100,1,181,en
15611,21984,21984,da9d27b8-7768-40c4-8213-efe652b66be9,"So the ads begin... I opened this app to track an order. Not be advertised your garbage lord of the rings show. If this becomes a regular occurrence, I'll delete the app and shop on a computer. Which probably means less money/sales overall.",2,4,24.15.2.100,2022-09-02 08:55:39,,,24.15.2.100,0,240,en
8923,13453,13453,a32777e5-a7f3-41e8-aa0d-33e9ad6699c7,Nice product and all but can't share my cart for my friends to buy me something,3,0,26.17.2.100,2023-09-19 11:56:45,,,26.17.2.100,1,79,en
4831,7052,7052,ef65d1e0-a2d1-4333-aa92-d5b7873b06c4,"I'll stick to the website. Freezes and lags, and one big problem is (as far as I can tell) you can't share an item. I'm frequently discussing what to buy with someone else and like to be able to share a link. Doesn't look like this is possible in the app.",3,1,26.21.0.100,2023-11-18 18:20:45,,,26.21.0.100,1,255,en
14639,20687,20687,a4e52f82-3adc-4ea8-9b2c-cb3fa8785631,"OK FACEBOOK USE TO HAVE ADS FROM AMAZON, CLICK THE LINK TO GO STRAIGHT TO THIS APP. IT DOESN'T NOW, IT GOES TO THE WEBSITE. FIX THIS.....",4,0,24.19.0.100,2022-10-28 00:17:29,,,24.19.0.100,2,137,en
9484,14167,14167,ecd1603d-ff8d-4f87-a1e1-65582dd21695,The change of the app is a little off putting. The biggest problem is checking out. The newest glitch check out just cycles thru payment no matter how you choose to pay. Check out WILL NOT complete.,2,2,26.16.0.100,2023-08-19 11:29:38,,,26.16.0.100,0,198,en
15904,22505,22505,b2e92de0-6918-4821-bcc5-0a92a9fef017,I love how customer service handles my issues with purchases.,4,0,24.7.0.100,2022-08-09 00:50:02,,,24.7.0.100,2,61,en
14855,20960,20960,494ae2ac-1a5c-49cd-bac7-5f4e34a87e8f,"I can't change my name across the entire app. I've swapped it to my preferred, but it still calls me by my deadname whenever I hit the person icon at the bottom of the screen. This is profoundly upsetting since it causes me major discomfort when using the app and I run the risk of outting myself to others as a result.",3,1,24.18.2.100,2022-10-15 19:34:23,,,24.18.2.100,1,319,en
3753,5460,5460,e8ce0675-518a-4dbd-8eab-0eaf2b52e8b2,it will not let me sign in please fix it,1,0,26.22.0.100,2023-11-28 23:44:12,,,26.22.0.100,0,40,en
3029,4384,4384,8aa1bd54-37c7-4046-a002-15b2399aa9ae,"Some are good but not all of it,, most that I ordered when it comes to clothes, either it's too small or too big,,some sauce that I ordered mailed it to me with the wrong packaging with no protection or bubbles ,,I received it broken,,and the sauce was dried out,, things that I ordered many times ( same stuff that I keep ordering that means I'm happy others are not ,,so please tell your merchants to make it better next time,,I did not complained,,because it's not worthed,,it's just consuminTim.",5,0,,2023-12-07 04:34:31,,,,2,499,en
9746,14505,14505,790309b6-b7e6-4754-9ff0-8761410051e5,"I know I can buy the items I bought cheaper on other sites, but they do not send as fast as Amazon (Prime).",4,0,26.13.6.100,2023-08-05 22:55:02,,,26.13.6.100,2,107,en
2331,3411,3411,fbac6acf-f53a-42bf-9f90-8a1d8c5a3ff4,"An Amazon search option started popping up every time I selected text on my phone. I deleted this app and guess what, the search option is gone. I already feel like Amazon is invading my life at every opportunity but somehow this search popup seemed way over the line of obnoxiousness.",1,4,24.20.2.100,2023-12-14 12:28:33,,,24.20.2.100,0,285,en
6296,9371,9371,f70e9c57-a833-40f2-80a2-7517520edc04,App has started crashing every few seconds. It is almost impossible to shop via the app.,1,0,26.21.0.100,2023-11-06 19:51:28,,,26.21.0.100,0,88,en
7250,10568,10568,466a795b-f0ba-45a1-b704-a27a803d6403,"I gave the app a 3 this time because it keeps freezing. No, it's not my phone, it's the app. Please fix. Makes me not want to use Amazon. Super annoying!",3,0,26.21.0.100,2023-11-04 11:17:51,,,26.21.0.100,1,153,en
7956,11758,11758,497ad5be-39d4-40c3-a31e-9d3635090568,This is my go-to shopping site..,5,0,26.19.4.100,2023-10-19 22:19:10,,,26.19.4.100,2,32,en
15307,21580,21580,d2cb6852-654c-4965-a5c7-84da2bd98860,"Desastrous updates. I don't know what you guys did, but the app stays stuck in one country. I'm shopping in the Netherlands, Germany and the UK, but when I go to another country everything or just about everything gets stuck on the country I was before. Closing and opening the app again only fixes this about ten percent. Utterly annoying. Please unupdate asap!",3,8,24.17.0.100,2022-09-17 17:43:28,,,24.17.0.100,1,362,en
1245,1862,1862,6e580a70-ffe4-44be-871d-990662bace3a,"One star review because this app hijacks context menus to add a ""🔍 Amazon"" entry. Unacceptable.",1,1,24.18.0.100,2023-12-26 13:55:15,,,24.18.0.100,0,95,en
11145,16233,16233,08748b17-d383-4c3b-905c-89a50d6fce57,great app. runs a little slow after last update.,4,0,26.12.0.100,2023-06-09 17:13:09,,,26.12.0.100,2,48,en
15849,22411,22411,ec5b9f67-c5ce-4bfc-baae-2ad789f34755,"You can LITERALLY find ANYTHING you need ! I would have given 5 stars but the shipping takes to long, I ordered a pair of chopsticks and it had come in a month later than said . But other than that it is a wonderful online shopping app. ~ Isabel Dobson",4,0,,2022-08-11 21:15:44,,,,2,252,en
15244,21500,21500,3aa4cda6-9662-4b9f-87dd-7db86022ca3a,"Updated the app now it thinks I'm in another country, won't let me change it, order, all account history gone? Chat help couldn't see any history, then he explained it logged me into Europe customer service help, but I'm on other side of the pond so he couldnt figure out what to do either.",2,2,24.17.0.100,2022-09-20 19:49:29,,,24.17.0.100,0,290,en
14478,20473,20473,976353ad-3492-4e29-b773-d6a4a63d81fe,"What's the point of a shopping app that doesn't let you buy? It's bad enough I can't buy books directly from the Kindle app any more, but now I can't buy them from the Amazon app either. No, I have to open Amazon in my browser to buy a Kindle book. Ridiculous.",2,2,24.20.2.100,2022-11-07 15:49:37,,,24.20.2.100,0,260,en
4150,6050,6050,67342ff5-4177-4aa0-884d-5fd3678a3c52,"Hate Billionaires, Love instant gratification, such is life.......",5,0,26.22.0.100,2023-11-25 04:17:35,,,26.22.0.100,2,66,en
2281,3339,3339,37bbe379-daaa-4773-86c1-03b0c2415bc4,Can not contact anyone to ask why I'm charged a Hugh amount for returning a product that amazon sent twice,1,1,26.23.0.100,2023-12-14 19:55:27,,,26.23.0.100,0,106,en
12778,18285,18285,997cde41-4f57-48ee-aeb2-142a4081d052,"The language keeps changing to Spanish. No matter how many times I change it back to English, it reverts to spanish......",3,0,26.4.0.100,2023-02-24 09:25:48,,,26.4.0.100,1,121,en
6494,9626,9626,35e2f2ff-cd3f-4f4c-bf29-0e07b3332c85,crashes every time I use the search bar,4,0,26.21.0.100,2023-11-06 14:33:56,,,26.21.0.100,2,39,en
740,1123,1123,ad185b28-2ef5-4035-812e-2c88a97e3feb,The stop away option is not working for the last few days. I am crippled and can't wait outside for hours. Please fix. I have trouble shot everything I know of,1,0,26.23.4.100,2023-12-31 16:37:46,,,26.23.4.100,0,159,en
7497,10899,10899,b89705ef-2b62-4117-bd89-3b105f1e17a0,My amazon shopping app is lagging when I'm in the app for 10 seconds,3,2,26.21.0.100,2023-11-02 02:57:17,,,26.21.0.100,1,68,en
10351,15290,15290,241571b0-ac8b-4210-b67e-e5133fb06377,"Keeps glitching out probably a new update, you know you people trying to be too clever for your own good or something I'm guessing",3,0,26.13.6.100,2023-07-08 15:33:02,,,26.13.6.100,1,130,en
5029,7374,7374,8725c810-6b24-4347-90d3-a532a4e28492,"Why? Why did you add the infinitely stupid ""feature"" when you click an item, the picture shimmies to the left to let us know more pictures exist? We know they do, we have dots that let us know! Instead of adding actually useful features, you add completely useless ones, and take away the useful ones, like the check boxes in the cart!",1,6,26.22.0.100,2023-11-17 00:50:47,,,26.22.0.100,0,335,en
15941,22573,22573,82a3505f-c757-4ca7-baf1-3515bd36f852,I was unable to access Amazon app unless I downloaded update. I really despise that.,3,1,24.14.0.100,2022-08-07 05:57:21,,,24.14.0.100,1,84,en
4536,6609,6609,e47ca47e-c476-4323-b67a-831fa31a09c8,"enjoy using amazon for online shopping. Easy to use, good prices and fast delivery. A good service.",5,0,26.22.0.100,2023-11-21 13:49:24,,,26.22.0.100,2,99,en
10963,16036,16036,305c1be7-a9c2-48e6-a45b-bcdc1af48a0f,Why did things get moved around? I had NO problems with the locations on the Old Version ... Now,3,0,26.12.0.100,2023-06-13 16:06:32,,,26.12.0.100,1,96,en
16226,23019,23019,ca005624-6a55-4bb4-9d8d-b2fef6359ef8,"I feel like the reviews should come from the exact state you live in, not others because not all Amazons are the same so I get confused on some of the reviews when I use the product & it's nothing how others perceived it. It just makes it easier imo",4,0,,2022-07-19 02:39:24,,,,2,249,en
13183,18790,18790,470cdccc-6708-49af-b163-7bbfab458512,"Site links to Amazon don't seem to work anymore. When im on Facebook or other apps that show Amazon items, it only takes me to the Amazon site and not the item like it used to. So what changed? You want me to buy, don't make it ao hard to find an item.",2,0,,2023-01-24 04:19:00,,,,0,252,en
17164,24543,24543,46f70989-1c72-4acd-8f7f-d479cb5e19e7,Sometimes it's hard to navigate between the fresh grocery and getting back to the Amazon grocery side,4,0,24.10.2.100,2022-05-25 23:37:35,,,24.10.2.100,2,101,en
17444,24929,24929,bd7791a7-2d3d-4b81-b91a-db5e82954f63,What is there to say? Smile. I mean you've got basically EVERYTHING at your fingertips! It's amazing! Smile,4,0,24.9.0.100,2022-05-08 12:05:02,,,24.9.0.100,2,107,en
7978,11794,11794,1b92d58f-d24c-42a8-968b-c7c08fa2ff27,I love being able to order items I need or want and having them shipped to my door!,5,0,26.19.4.100,2023-10-19 03:22:11,,,26.19.4.100,2,83,en
9456,14132,14132,36955f70-d29e-4085-a38e-fd132f2b428a,Process to login in a new phone is broken. Only through sms.UI and usability overall should be a lot better.,2,0,26.16.0.100,2023-08-20 17:15:14,,,26.16.0.100,0,108,en
